"DiscoveryFile","Pattern","RepositoryPath","LineNumber","Scope","Liveness","Usage","Match"
"checkpointing.txt","Resume",".playwright-mcp\page-2026-06-26T17-57-28-905Z.yml","108","repository-config","live-config","build-or-config-reference","- heading ""Resume work"" [level=2] [ref=e186]"
"checkpointing.txt","Resume",".playwright-mcp\page-2026-06-26T17-35-22-765Z.yml","66","repository-config","live-config","build-or-config-reference","- heading ""Resume work"" [level=2] [ref=e115]"
"checkpointing.txt","Resume",".codex\bundles\agent-preload-activity-stream-architecture\architecture\01-target-solution.md","213","repository-config","live-config","build-or-config-reference","- resume from sequence/`Last-Event-ID`;"
"checkpointing.txt","Resume",".codex\bundles\agent-preload-activity-stream-architecture\README.md","45","repository-config","live-config","build-or-config-reference","- If the bundle is resumed after compaction or by a different agent, use this README, the current subbundle README, and `reviews/01-execution-report.md` as the durable state."
"checkpointing.txt","Resume",".codex\bundles\agent-preload-activity-stream-architecture\subbundles\02-02-typed-agent-activity-stream-foundation\README.md","125","repository-config","live-config","build-or-config-reference","- Missing identity for process/project consumers, SSE-incompatible resume semantics, profile leakage, or UI dependence on phase strings reopens SB02 and SB03-SB07."
"checkpointing.txt","Resume","tests\Integration\CanDoItAll.Tests.Integration\WorkflowCallerLaunchBoundaryIntegrationTests.cs","134","test","live-test","test-reference","WorkflowExternalResponseOutcome.ResumeFailed,"
"checkpointing.txt","Resume","tests\Integration\CanDoItAll.Tests.Integration\WorkflowCallerLaunchBoundaryIntegrationTests.cs","137","test","live-test","test-reference","""Resume failed."");"
"checkpointing.txt","Resume","tests\Integration\CanDoItAll.Tests.Integration\WorkflowApiIntegrationTests.cs","233","test","live-test","test-reference","Assert.Equal(WorkflowResumeAvailability.NotSupported, automaticCheckpoint.ResumeAvailability);"
"checkpointing.txt","Resume","tests\Integration\CanDoItAll.Tests.Integration\WorkflowApiIntegrationTests.cs","238","test","live-test","test-reference","Assert.Contains(""durable"", manualCheckpoint.ResumeUnavailableReason, StringComparison.OrdinalIgnoreCase);"
"checkpointing.txt","Resume","tests\Integration\CanDoItAll.Tests.Integration\WorkbenchSourceSnapshotIntegrationTests.cs","145","test","live-test","test-reference","var resumed = await provider.ReadSnapshotAsync(new ProjectStructureSourceSnapshotRequest("
"checkpointing.txt","Resume","tests\Integration\CanDoItAll.Tests.Integration\WorkbenchSourceSnapshotIntegrationTests.cs","150","test","live-test","test-reference","resumed.Items,"
"checkpointing.txt","Resume","tests\Components\CanDoItAll.Tests.Components\WorkflowsPageTests.cs","3189","test","live-test","test-reference","public Task<WorkflowCheckpointRecord> MarkCheckpointResumedAsync("
"checkpointing.txt","Resume","tests\Components\CanDoItAll.Tests.Components\WorkflowsPageTests.cs","3191","test","live-test","test-reference","DateTimeOffset resumedAtUtc,"
"checkpointing.txt","Resume","tests\Components\CanDoItAll.Tests.Components\WorkflowsPageTests.cs","3193","test","live-test","test-reference","=> inner.MarkCheckpointResumedAsync(checkpointId, resumedAtUtc, cancellationToken);"
"checkpointing.txt","Resume","Templates\Agents\teams\delivery-platform\members\scheduler-agent\instructions.md","11","repository-config","live-config","build-or-config-reference","The create tool does not update, pause, resume, or delete existing schedules. If an existing schedule needs modification, explain the limitation and direct the operator to the Scheduler page instead of creating a duplicate or silently replacing state."
"checkpointing.txt","Resume","codex\skills\bundles\candoitall-bundle-preparation\assets\templates\self-review-template.md","33","documentation","documentation","documentation-reference","- Confirm that a resumed or different agent can recover current state from bundle files without conversational memory."
"checkpointing.txt","Resume","codex\skills\bundles\candoitall-bundle-preparation\assets\templates\root-readme-template.md","41","documentation","documentation","documentation-reference","- If the bundle is resumed after compaction or by a different agent, use this README, the current subbundle README, and `reviews/01-execution-report.md` as the durable state."
"checkpointing.txt","Resume","codex\bundles\missing-partner-api-contracts\reviews\00-bundle-self-review.md","36","documentation","documentation","documentation-reference","are sufficient for resumed work."
"checkpointing.txt","Resume","codex\bundles\missing-partner-api-contracts\README.md","61","documentation","documentation","documentation-reference","- If the bundle is resumed after compaction or by a different agent, use this README, the current subbundle README, and `reviews/01-execution-report.md` as the durable state."
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\machine\state-fixture-manifest.schema.json","86","documentation","documentation","documentation-reference","""checkpoint-resume"","
"checkpointing.txt","Resume","codex\skills\bundles\candoitall-bundle-preparation\SKILL.md","24","documentation","documentation","documentation-reference","- work is likely to span long-running or resumed sessions;"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\inputs\02-upstream-release-baseline.md","61","documentation","documentation","documentation-reference","- Workflow resume logging was changed to source-generated logging."
"checkpointing.txt","Resume","src\Processes\CanDoItAll.Processes.Core\ProcessBranchModels.cs","59","production","live","implementation-reference","SubprocessResume,"
"checkpointing.txt","Resume","src\Processes\CanDoItAll.Processes.Core\ProcessBranchModels.cs","156","production","live","implementation-reference","ProcessRouteTargetKind.SubprocessResume;"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\analysis\11-security-threat-model.md","16","documentation","documentation","documentation-reference","| State scrub corruption | Attachment scrub removes binding state | Narrow scrub + round-trip test | Approval resumes after scrub |"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\analysis\04-workaround-decision-register.md","27","documentation","documentation","documentation-reference","| W21 | Custom workflow/checkpoint assembly compatibility code, if discovered | **Candidate removal** | 1.15 fixes type identity matching | 1.13 checkpoint resumed under 1.15 |"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\analysis\08-opportunities-not-in-first-pass.md","11","documentation","documentation","documentation-reference","- resume ordinary tool calls automatically."
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\analysis\08-opportunities-not-in-first-pass.md","19","documentation","documentation","documentation-reference","- telemetry for auto-resumed calls."
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\analysis\08-opportunities-not-in-first-pass.md","72","documentation","documentation","documentation-reference","If SB05 proves that custom compatibility code exists solely for assembly-qualified external request payloads, simplify or remove it after a 1.13 checkpoint resumes under 1.15."
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\analysis\03-breaking-behavior.md","93","documentation","documentation","documentation-reference","- ordinary tool calls returned in the same model response can be stored and automatically resumed;"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\analysis\03-breaking-behavior.md","160","documentation","documentation","documentation-reference","Workflow session restoration now resolves request payload types against live request ports and ignores assembly-version/culture/public-key-token differences. This can help deployments that resume checkpoints after package/application version changes."
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\analysis\02-impact-matrix.md","32","documentation","documentation","documentation-reference","| Logging allocation fix | Workflow resume may be used | Performance | No code change expected; compare telemetry only | P3 | Inference |"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\subbundles\05-session-and-checkpoint-compatibility\README.md","19","documentation","documentation","documentation-reference","- Native workflow external request/checkpoint resumes after version change if the path is active."
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\subbundles\05-session-and-checkpoint-compatibility\README.md","67","documentation","documentation","documentation-reference","11. Resume a 1.13 native fixture under 1.15 if applicable."
"checkpointing.txt","Resume","src\Processes\CanDoItAll.Processes.Application\ProcessDefinitionStepEditorProjectionService.cs","591","production","live","implementation-reference","""Choose the child process definition that this step starts or resumes.""));"
"checkpointing.txt","Resume","src\Processes\CanDoItAll.Processes.Application\ProcessDefinitionStepEditorProjectionService.cs","739","production","live","implementation-reference","ProcessDefinitionRouteTargetKind.SpecificStep or ProcessDefinitionRouteTargetKind.SubprocessStart or ProcessDefinitionRouteTargetKind.SubprocessResume"
"checkpointing.txt","Resume","src\Processes\CanDoItAll.Processes.Projections\ProcessDefinitionStepEditorProjectionContracts.cs","51","production","live","implementation-reference","SubprocessResume,"
"checkpointing.txt","Resume","codex\bundles\crm-hr-feedback10-improvement\reviews\00-bundle-self-review.md","33","documentation","documentation","documentation-reference","- README resume instructions identify the minimum recovery files."
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","1923","production","live","implementation-reference","record.ResumeAvailability = checkpoint.ResumeAvailability;"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","1930","production","live","implementation-reference","record.ResumeUnavailableReason = checkpoint.ResumeUnavailableReason;"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","1932","production","live","implementation-reference","record.ResumedAtUtc = checkpoint.ResumedAtUtc;"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","1969","production","live","implementation-reference","public async Task<WorkflowCheckpointRecord> MarkCheckpointResumedAsync("
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","1971","production","live","implementation-reference","DateTimeOffset resumedAtUtc,"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","1979","production","live","implementation-reference","record.ResumedAtUtc = resumedAtUtc;"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2516","production","live","implementation-reference","public WorkflowResumeAvailability ResumeAvailability { get; set; }"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2530","production","live","implementation-reference","public string ResumeUnavailableReason { get; set; } = string.Empty;"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2534","production","live","implementation-reference","public DateTimeOffset? ResumedAtUtc { get; set; }"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2545","production","live","implementation-reference","ResumeAvailability = checkpoint.ResumeAvailability,"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2552","production","live","implementation-reference","ResumeUnavailableReason = checkpoint.ResumeUnavailableReason,"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2554","production","live","implementation-reference","ResumedAtUtc = checkpoint.ResumedAtUtc"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2565","production","live","implementation-reference","ResumeAvailability,"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2572","production","live","implementation-reference","ResumeUnavailableReason,"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2574","production","live","implementation-reference","ResumedAtUtc);"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2758","production","live","implementation-reference","builder.Property(item => item.ResumeAvailability).HasConversion<int>();"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Persistence\PersistentWorkflowStores.cs","2764","production","live","implementation-reference","builder.Property(item => item.ResumeUnavailableReason).HasColumnType(""TEXT"");"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\plan\04-rollout-rollback.md","50","documentation","documentation","documentation-reference","Resume in staging from copied/sanitized state before production cutover."
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\plan\04-rollout-rollback.md","115","documentation","documentation","documentation-reference","- workflow checkpoints resumed;"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\plan\03-test-plan.md","80","documentation","documentation","documentation-reference","- ordinary call is stored and resumed automatically;"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\plan\03-test-plan.md","82","documentation","documentation","documentation-reference","- restart preserves auto-resume state;"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\plan\03-test-plan.md","131","documentation","documentation","documentation-reference","- human/external request resumes;"
"checkpointing.txt","Resume","codex\bundles\maf-1-15-upgrade-architecture\plan\02-file-by-file-plan.md","186","documentation","documentation","documentation-reference","- resume under 1.15;"
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Pages\Components\ScenarioHarnessPanel.razor.cs","125","production","live","implementation-reference","? $""{selectedScenarioId} resumed after approval."""
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Pages\Components\AgentChatPanel.razor.cs","630","production","live","implementation-reference","? ""Approval resumed the run and enabled remaining approvals for the active execution."""
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\Pages\Components\AgentChatPanel.razor.cs","631","production","live","implementation-reference",": ""Approval resumed the run."""
"checkpointing.txt","Resume","src\Modules\CanDoItAll.Modules.AgentFramework\AgentTools\WorkflowAgentRuntimeToolProvider.cs","83","production","live","implementation-reference","""Submits one response to a pending workflow external request. Unsupported backend resume remains explicit and does not fabricate completion."")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260706015654_RetireLegacyCognitiveMemoryMainDbModel.Designer.cs","619","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260706015654_RetireLegacyCognitiveMemoryMainDbModel.Designer.cs","622","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260706015654_RetireLegacyCognitiveMemoryMainDbModel.Designer.cs","626","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260705163628_GenericMemoryProviderRuntime.Designer.cs","619","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260705163628_GenericMemoryProviderRuntime.Designer.cs","622","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260705163628_GenericMemoryProviderRuntime.Designer.cs","626","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260621212712_RemoveUnusedValidationActivityAutomationModules.Designer.cs","357","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260621212712_RemoveUnusedValidationActivityAutomationModules.Designer.cs","360","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260621212712_RemoveUnusedValidationActivityAutomationModules.Designer.cs","364","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616162335_ProcessRuntimeAssignmentLaunchVariables.Designer.cs","419","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616162335_ProcessRuntimeAssignmentLaunchVariables.Designer.cs","422","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616162335_ProcessRuntimeAssignmentLaunchVariables.Designer.cs","426","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616155920_ProcessRuntimeAssignmentOperationContracts.Designer.cs","419","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616155920_ProcessRuntimeAssignmentOperationContracts.Designer.cs","422","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616155920_ProcessRuntimeAssignmentOperationContracts.Designer.cs","426","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616144322_ProcessV3RuntimeTables.Designer.cs","419","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616144322_ProcessV3RuntimeTables.Designer.cs","422","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260616144322_ProcessV3RuntimeTables.Designer.cs","426","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260615235147_ProcessModuleArchitectureV3RuntimePersistence.Designer.cs","419","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260615235147_ProcessModuleArchitectureV3RuntimePersistence.Designer.cs","422","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260615235147_ProcessModuleArchitectureV3RuntimePersistence.Designer.cs","426","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260612222259_AddWorkspaceCurrencySettings.Designer.cs","419","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260612222259_AddWorkspaceCurrencySettings.Designer.cs","422","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260612222259_AddWorkspaceCurrencySettings.Designer.cs","426","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260612173521_PersistSubprocessChildArtifactMapping.Designer.cs","419","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260612173521_PersistSubprocessChildArtifactMapping.Designer.cs","422","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260612173521_PersistSubprocessChildArtifactMapping.Designer.cs","426","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260610113813_AddProcessVerificationAuditRecords.Designer.cs","418","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260610113813_AddProcessVerificationAuditRecords.Designer.cs","421","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260610113813_AddProcessVerificationAuditRecords.Designer.cs","425","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260603113251_DisableCognitiveMemoryByDefault.Designer.cs","418","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260603113251_DisableCognitiveMemoryByDefault.Designer.cs","421","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260603113251_DisableCognitiveMemoryByDefault.Designer.cs","425","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529220032_AddSchedulerRunObservability.Designer.cs","419","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529220032_AddSchedulerRunObservability.Designer.cs","422","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529220032_AddSchedulerRunObservability.Designer.cs","426","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529111314_AddWorkflowCheckpoints.Designer.cs","419","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529111314_AddWorkflowCheckpoints.Designer.cs","422","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529111314_AddWorkflowCheckpoints.Designer.cs","426","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529111314_AddWorkflowCheckpoints.cs","25","production","live","implementation-reference","ResumeAvailability = table.Column<int>(type: ""integer"", nullable: false),"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529111314_AddWorkflowCheckpoints.cs","32","production","live","implementation-reference","ResumeUnavailableReason = table.Column<string>(type: ""TEXT"", nullable: false),"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260529111314_AddWorkflowCheckpoints.cs","34","production","live","implementation-reference","ResumedAtUtc = table.Column<DateTimeOffset>(type: ""timestamp with time zone"", nullable: true)"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260716134013_AddProjectPlanQueryIndexes.Designer.cs","647","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260716134013_AddProjectPlanQueryIndexes.Designer.cs","650","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260716134013_AddProjectPlanQueryIndexes.Designer.cs","654","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712215655_AddWorkflowLaunchIdempotency.Designer.cs","647","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712215655_AddWorkflowLaunchIdempotency.Designer.cs","650","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712215655_AddWorkflowLaunchIdempotency.Designer.cs","654","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712210953_AddProcessWorkflowExecutorBinding.Designer.cs","647","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712210953_AddProcessWorkflowExecutorBinding.Designer.cs","650","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712210953_AddProcessWorkflowExecutorBinding.Designer.cs","654","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712204230_AddWorkflowUsageAnalytics.Designer.cs","647","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712204230_AddWorkflowUsageAnalytics.Designer.cs","650","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712204230_AddWorkflowUsageAnalytics.Designer.cs","654","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712133717_RetireNativeCognitiveMemoryModelMetadata.Designer.cs","648","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712133717_RetireNativeCognitiveMemoryModelMetadata.Designer.cs","651","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260712133717_RetireNativeCognitiveMemoryModelMetadata.Designer.cs","655","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260708120721_ProcessRuntimeStepArtifactDescriptors.Designer.cs","619","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260708120721_ProcessRuntimeStepArtifactDescriptors.Designer.cs","622","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260708120721_ProcessRuntimeStepArtifactDescriptors.Designer.cs","626","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260707222506_ProcessRuntimeInputArtifactContracts.Designer.cs","619","production","live","implementation-reference","b.Property<int>(""ResumeAvailability"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260707222506_ProcessRuntimeInputArtifactContracts.Designer.cs","622","production","live","implementation-reference","b.Property<string>(""ResumeUnavailableReason"")"
"checkpointing.txt","Resume","src\Foundation\CanDoItAll.Migrations.PostgreSql\Migrations\20260707222506_ProcessRuntimeInputArtifactContracts.Designer.cs","626","production","live","implementation-reference","b.Property<DateTimeOffset?>(""ResumedAtUtc"")"
