Path,Area,Token,Count
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,bg-sky-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,bg-sky-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectModalHost.razor,Modules,bg-sky-50/80,1
C:\repositories\CanDoItAll\Tailwind\surfaces\overlays.css,Tailwind,bg-sky-700,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,bg-slate-100,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,bg-slate-100,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\Avatar.razor,BaseLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarCrudBridge.razor,CanvasLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarExportMenu.razor,CanvasLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarSelectionPanel.razor,CanvasLib,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Tabs.razor,LegacyComponents,bg-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-slate-100/50,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,bg-slate-100/80,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,bg-slate-200,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,bg-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\DataVisualization\ProgressBar.razor,BaseLib,bg-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Slider.razor,BaseLib,bg-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Typography\Divider.razor,BaseLib,bg-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\ProgressBar.razor,LegacyComponents,bg-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Slider.razor,LegacyComponents,bg-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Switch.razor,BaseLib,bg-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,bg-slate-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Switch.razor,LegacyComponents,bg-slate-300,1
C:\repositories\CanDoItAll\Tailwind\forms\fields.css,Tailwind,bg-slate-50,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,bg-slate-50,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,bg-slate-50,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetNote.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\PriceBar.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\DataVisualization\Chart.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\DataVisualization\DataGrid.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Compatibility\DebugToggle.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Compatibility\ImmersiveRibbonTabs.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\RibbonTabs.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\CanvasBenchmark.razor,Sandbox,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Chart.razor,LegacyComponents,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\DataGrid.razor,LegacyComponents,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectModalHost.razor,Modules,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Components\ProjectEventsCalendar.razor,Modules,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Components\ProjectStructureCanvas.razor,Modules,bg-slate-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-slate-50/70,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,bg-slate-50/80,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Callout.razor,BaseLib,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\EmptyState.razor,BaseLib,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\LoadingState.razor,BaseLib,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\FormSection.razor,BaseLib,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\WorkspacePanel.razor,BaseLib,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\FactTable.razor,BaseLib,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\Canvas.razor,Sandbox,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\CanvasBenchmark.razor,Sandbox,bg-slate-50/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\Overlays.razor,Sandbox,bg-slate-50/80,1
C:\repositories\CanDoItAll\Tailwind\surfaces\cards.css,Tailwind,bg-slate-50/85,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,bg-slate-50/85,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarTimeGridRenderer.razor,CanvasLib,bg-slate-50/85,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,bg-slate-50/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,bg-slate-50/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\FilterBar.razor,BaseLib,bg-slate-50/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,bg-slate-50/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Compatibility\ImmersiveRibbonTabs.razor,BaseLib,bg-slate-800,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\RibbonTabs.razor,BaseLib,bg-slate-800,1
C:\repositories\CanDoItAll\Tailwind\navigation\tabs.css,Tailwind,bg-slate-900,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,bg-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Compatibility\ImmersiveRibbonTabs.razor,BaseLib,bg-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\RibbonTabs.razor,BaseLib,bg-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,bg-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,bg-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,bg-slate-900,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\ProjectCalendarPage.razor,Modules,bg-slate-900,1
C:\repositories\CanDoItAll\tests\CanDoItAll.Tests.Playwright\AppSmokeTests.cs,Tests,bg-slate-900,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,bg-slate-900/45,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,bg-slate-950,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\CanvasBenchmark.razor,Sandbox,bg-slate-950,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,bg-slate-950/20,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,BaseLib,bg-slate-950/55,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,bg-violet-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,bg-violet-50,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-violet-500/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-violet-600,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,bg-white,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,bg-white,1
C:\repositories\CanDoItAll\Tailwind\surfaces\overlays.css,Tailwind,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Chip.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\ActionCard.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\AuthCard.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\BuilderStatBox.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\BuilderStatStrip.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\DataVisualization\Chart.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\DropDown.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Numeric.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\Password.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\SettingsSwitchRow.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\TextArea.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Forms\TextBox.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\WorkspacePanel.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\ListItem.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\LegalToc.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\CanvasBenchmark.razor,Sandbox,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Card.razor,LegacyComponents,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Chart.razor,LegacyComponents,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\DropDown.razor,LegacyComponents,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Numeric.razor,LegacyComponents,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Password.razor,LegacyComponents,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TextArea.razor,LegacyComponents,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TextBox.razor,LegacyComponents,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Resources\Pages\ResourcesPage.razor,Modules,bg-white,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Validation\Pages\ValidationCenterPage.razor,Modules,bg-white,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,bg-white/10,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,bg-white/10,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,bg-white/12,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\SecondaryTabs.razor,BaseLib,bg-white/15,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,bg-white/60,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarCrudBridge.razor,CanvasLib,bg-white/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarExportMenu.razor,CanvasLib,bg-white/80,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarEventEditorModal.razor,CanvasLib,bg-white/85,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarMiniMonthNavigator.razor,CanvasLib,bg-white/85,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarSelectionPanel.razor,CanvasLib,bg-white/85,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarTimeGridRenderer.razor,CanvasLib,bg-white/85,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,bg-white/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SectionCard.razor,BaseLib,bg-white/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,bg-white/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\ListDetailShell.razor,BaseLib,bg-white/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Calendar\CalendarTimeGridRenderer.razor,CanvasLib,bg-white/90,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsBoard.razor,Modules,bg-white/90,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,bg-white/92,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsBoard.razor,Modules,bg-white/92,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Layout\StickyActionFooter.razor,BaseLib,bg-white/95,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,bg-white/95,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,border-amber-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,border-amber-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,border-amber-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,border-amber-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsPresentation.cs,Modules,border-amber-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Web\Components\Pages\Home.razor,WebApp,border-amber-200,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,border-amber-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,border-amber-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Notification.razor,BaseLib,border-amber-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,border-amber-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Notification.razor,LegacyComponents,border-amber-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,border-cyan-200,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,border-emerald-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,border-emerald-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,border-emerald-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\PriceBar.razor,BaseLib,border-emerald-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,border-emerald-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Callout.razor,BaseLib,border-emerald-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsPresentation.cs,Modules,border-emerald-200,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,border-emerald-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,border-emerald-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Notification.razor,BaseLib,border-emerald-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,BaseLib,border-emerald-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,border-emerald-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Notification.razor,LegacyComponents,border-emerald-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,border-emerald-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,border-fuchsia-200,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,border-fuchsia-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,border-fuchsia-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,border-fuchsia-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Steps.razor,LegacyComponents,border-indigo-400,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,border-red-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Notification.razor,BaseLib,border-red-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,border-red-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Notification.razor,LegacyComponents,border-red-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,border-rose-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,border-rose-200,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,border-sky-200,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,border-sky-200,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,border-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,border-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,border-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\ActionCard.razor,BaseLib,border-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,border-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\TunableComponentBoundary.razor,LegacyComponents,border-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectModalHost.razor,Modules,border-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Projects\Pages\Components\ProjectsPresentation.cs,Modules,border-sky-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Resources\Pages\ResourcesPage.razor,Modules,border-sky-200,1
C:\repositories\CanDoItAll\Tailwind\controls\buttons.css,Tailwind,border-sky-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,border-sky-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Notification.razor,BaseLib,border-sky-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Lists\SelectionListItem.razor,BaseLib,border-sky-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Alert.razor,LegacyComponents,border-sky-300,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\Notification.razor,LegacyComponents,border-sky-300,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,border-sky-300/40,1
C:\repositories\CanDoItAll\Tailwind\navigation\workbench-shell.css,Tailwind,border-sky-400/20,1
C:\repositories\CanDoItAll\Tailwind\layout\stats.css,Tailwind,border-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\DataVisualization\DataGrid.razor,BaseLib,border-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components\Components\DataGrid.razor,LegacyComponents,border-slate-100,1
C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Workbench\Pages\Components\ProjectStructure\ProjectStructureNodeDetailPreview.razor,Modules,border-slate-100,1
C:\repositories\CanDoItAll\Tailwind\navigation\page-header.css,Tailwind,border-slate-200,1
C:\repositories\CanDoItAll\Tailwind\navigation\treeview.css,Tailwind,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Badge.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\Chip.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Badges\StatusBadge.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\ActionCard.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\AuthCard.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\CardActions.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\BuilderStatBox.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\BuilderStatStrip.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\Compatibility\SheetNote.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\HeroCard.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\PriceBar.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SectionCard.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Cards\SummaryTile.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\DataVisualization\DataGrid.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Alert.razor,BaseLib,border-slate-200,1
C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Feedback\Callout.razor,BaseLib,border-slate-200,1
