Inventory Id,Category,Project,Relative Path,Absolute Path,Line,Current Match,Current Token,Token Kind,Current State,Decision,Proposed Material Icon,Migration Status,Owner Subbundle,Validation Notes
ICON-062,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Identity/FontAwesomeIconCatalog.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\FontAwesomeIconCatalog.cs,3,internal static class FontAwesomeIconCatalog,,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-063,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Identity/Icon.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\Icon.razor,5,var iconCssClass = ResolveIconCssClass(Name);,,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-064,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Identity/Icon.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\Icon.razor,8,"<i @attributes='BuildAttributes($""rz-icon rz-fa-icon {iconCssClass}"")' aria-hidden=""true""></i>",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-065,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Identity/Icon.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\Icon.razor,20,private static string? ResolveIconCssClass(string? iconToken),,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-066,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Identity/Icon.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Identity\Icon.razor,22,"if (FontAwesomeIconCatalog.TryResolveCssClass(iconToken, out var cssClass))",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-067,raw-icon-markup,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Modals/Dialog.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Modals\Dialog.razor,53,"<span aria-hidden=""true"">x</span>",x,raw glyph or text icon,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,close,Completed,03 BaseLib and legacy shared-component icon migration,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-068,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Steps.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,26,var iconCssClass = ResolveIconCssClass(item.Icon);,,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-069,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Steps.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,51,"<i class=""@($""rz-fa-icon {iconCssClass}"")"" aria-hidden=""true""></i>",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-070,raw-icon-markup,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Steps.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,55,"<span class=""rz-icon-fallback"" title=""@($""Unknown icon token: {item.Icon}"")"" aria-hidden=""true"">@item.Icon</span>",@item.Icon,dynamic expression,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,03 BaseLib and legacy shared-component icon migration,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-071,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Steps.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,378,private static string? ResolveIconCssClass(string? iconToken),,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-072,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Steps.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Steps.razor,380,"if (FontAwesomeIconCatalog.TryResolveCssClass(iconToken, out var cssClass))",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-073,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Tabs.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Tabs.razor,36,var iconCssClass = ResolveIconCssClass(tab.Icon);,,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-074,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Tabs.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Tabs.razor,57,"<i class=""@($""rz-fa-icon {iconCssClass} zy-tabs__icon"")"" aria-hidden=""true""></i>",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-075,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Tabs.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Tabs.razor,451,private static string? ResolveIconCssClass(string? iconToken),,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-076,fontawesome-renderer,CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/Tabs.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\Tabs.razor,453,"if (FontAwesomeIconCatalog.TryResolveCssClass(iconToken, out var cssClass))",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-077,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/TreeViewNodeRow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\TreeViewNodeRow.razor,16,"<Icon Name=""@(Node.IsExpanded ? ""expand_more"" : ""fa-angle-right"")"" />",@(Node.IsExpanded ? ,dynamic expression,Shared Icon component call site needs token review after foundation change.,Mapped,Material icon component,Completed,03 BaseLib and legacy shared-component icon migration,Shared Icon component now renders local Material Icons.
ICON-078,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.BaseLib,src/CanDoItAll.Components.BaseLib/Components/Navigation/TreeViewNodeRow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.BaseLib\Components\Navigation\TreeViewNodeRow.razor,33,"<Icon Name=""@Node.Icon"" />",@Node.Icon,dynamic expression,Shared Icon component call site needs token review after foundation change.,Mapped,Material icon component,Completed,03 BaseLib and legacy shared-component icon migration,Shared Icon component now renders local Material Icons.
ICON-079,icon-token-assignment,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Canvas/Graph/Composition/NodeCardComposer.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Canvas\Graph\Composition\NodeCardComposer.cs,57,"Icon = !string.IsNullOrWhiteSpace(node?.Icon) ? node.Icon : node?.MarkerIcon ?? ""[]"",",,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,"05 Workbench, canvas, and closure validation",Expression-based icon source now renders through the shared Material icon component.
ICON-080,icon-token-assignment,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Canvas/Graph/Primitives/ChipBadgePrimitive.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Canvas\Graph\Primitives\ChipBadgePrimitive.cs,41,Icon = ResolveToneIcon(chip.Tone),,none,Token source or pass-through icon assignment needs mapping review.,Mapped,Dynamic material mapping,Completed,"05 Workbench, canvas, and closure validation",Expression-based icon source now renders through the shared Material icon component.
ICON-081,icon-token-assignment,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Canvas/Graph/Primitives/ChipBadgePrimitive.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Canvas\Graph\Primitives\ChipBadgePrimitive.cs,51,"new ChipBadgePrimitiveSample { Text = ""Priority"", Tone = ""accent"", Icon = ""!"" },",!,raw glyph or text icon,Token source or pass-through icon assignment needs mapping review.,Mapped,priority_high,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-082,icon-token-assignment,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Canvas/Graph/Primitives/ChipBadgePrimitive.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Canvas\Graph\Primitives\ChipBadgePrimitive.cs,52,"new ChipBadgePrimitiveSample { Text = ""Ready"", Tone = ""success"", Icon = ""OK"" },",OK,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,check_circle,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-083,icon-token-assignment,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Canvas/Graph/Primitives/ChipBadgePrimitive.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Canvas\Graph\Primitives\ChipBadgePrimitive.cs,53,"new ChipBadgePrimitiveSample { Text = ""Linked"", Tone = ""info"", Icon = ""->"" }",->,raw glyph or text icon,Token source or pass-through icon assignment needs mapping review.,Mapped,arrow_forward,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-084,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Core/CanvasFloatingWindow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Core\CanvasFloatingWindow.razor,28,"<Icon Name=""expand"" />",expand,named token,Shared Icon component call site needs token review after foundation change.,Mapped,open_in_full,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-085,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Core/CanvasFloatingWindow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Core\CanvasFloatingWindow.razor,35,"<Icon Name=""visibility_off"" />",visibility_off,named token,Shared Icon component call site needs token review after foundation change.,Mapped,visibility_off,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-086,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Core/CanvasFloatingWindow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Core\CanvasFloatingWindow.razor,64,"<Icon Name=""minimize"" />",minimize,named token,Shared Icon component call site needs token review after foundation change.,Mapped,minimize,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-087,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Core/CanvasFloatingWindow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Core\CanvasFloatingWindow.razor,72,"<Icon Name=""restart_alt"" />",restart_alt,named token,Shared Icon component call site needs token review after foundation change.,Mapped,restart_alt,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-088,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Core/CanvasFloatingWindow.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Core\CanvasFloatingWindow.razor,79,"<Icon Name=""visibility_off"" />",visibility_off,named token,Shared Icon component call site needs token review after foundation change.,Mapped,visibility_off,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-089,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,21,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">+</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-090,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,33,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">O</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-091,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,47,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">[]</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-092,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,55,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">@(isMaximized ? ""<>"" : ""[ ]"")</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-093,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,63,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">M</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-094,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,71,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">D</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-095,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,79,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">?</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-096,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,87,"<Icon Name=""settings"" />",settings,named token,Shared Icon component call site needs token review after foundation change.,Mapped,settings,Completed,"05 Workbench, canvas, and closure validation",Shared Icon component now renders local Material Icons.
ICON-097,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,97,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">-</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-098,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Workbench/CanvasWorkbench.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Workbench\CanvasWorkbench.razor,113,"<span class=""cw-toolbar-symbol"" aria-hidden=""true"">+</span>",,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-099,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Graph/Composition/NodeCardComposer.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Graph\Composition\NodeCardComposer.razor,14,"<span class=""cw-preview-node-card__icon"">@Snapshot.Icon</span>",@Snapshot.Icon,dynamic expression,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-100,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Graph/Overlays/ContextMenuHost.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Graph\Overlays\ContextMenuHost.razor,16,"<span class=""cw-preview-menu__icon"">@(!string.IsNullOrWhiteSpace(action.Icon) ? action.Icon : "">"")</span>",action.Icon or >,expression or mixed token,Literal glyph/text icon bypasses the shared icon abstraction.,Exclude,,Excluded - false positive,"05 Workbench, canvas, and closure validation",Legacy inventory expression capture; live source now uses the shared Icon component.
ICON-101,raw-icon-markup,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/Components/Graph/Primitives/ChipBadgePrimitive.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\Components\Graph\Primitives\ChipBadgePrimitive.razor,16,"<span class=""cw-preview-chip__icon"">@chip.Icon</span>",@chip.Icon,dynamic expression,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-102,icon-css-coupling,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/wwwroot/css/workbench/chrome/02-toolbar-and-windows.css,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\css\workbench\chrome\02-toolbar-and-windows.css,94,".cw-toolbar-action--icon .rz-icon-fallback,",,none,Styles are coupled to legacy icon classes or raw glyph wrappers.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-103,"raw-icon-markup, icon-css-coupling",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/wwwroot/css/workbench/chrome/02-toolbar-and-windows.css,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\css\workbench\chrome\02-toolbar-and-windows.css,95,.cw-toolbar-symbol {,,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-104,"raw-icon-markup, icon-css-coupling",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/wwwroot/css/workbench/chrome/02-toolbar-and-windows.css,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\css\workbench\chrome\02-toolbar-and-windows.css,99,.cw-toolbar-symbol {,,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-105,"raw-icon-markup, icon-css-coupling",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/wwwroot/css/workbench/chrome/02-toolbar-and-windows.css,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\css\workbench\chrome\02-toolbar-and-windows.css,117,.cw-toolbar-action--primary .cw-toolbar-symbol {,,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-106,"fontawesome-renderer, icon-css-coupling",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/wwwroot/css/workbench/chrome/02-toolbar-and-windows.css,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\css\workbench\chrome\02-toolbar-and-windows.css,326,".cw-floating-window__action .rz-fa-icon,",,none,Renderer or helper still targets Font Awesome CSS classes.,Mapped,Material icon component,Completed,02 Local Material Icons foundation and shared renderer conversion,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-107,icon-css-coupling,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/wwwroot/css/workbench/chrome/02-toolbar-and-windows.css,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\css\workbench\chrome\02-toolbar-and-windows.css,327,.cw-floating-window__action .rz-icon-fallback {,,none,Styles are coupled to legacy icon classes or raw glyph wrappers.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-108,icon-css-coupling,CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/wwwroot/css/workbench/overlays/05-overlays-and-composer.css,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\css\workbench\overlays\05-overlays-and-composer.css,710,".cw-toolbar-action:disabled .rz-icon-fallback,",,none,Styles are coupled to legacy icon classes or raw glyph wrappers.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-109,"raw-icon-markup, icon-css-coupling",CanDoItAll.Components.CanvasLib,src/CanDoItAll.Components.CanvasLib/wwwroot/css/workbench/overlays/05-overlays-and-composer.css,C:\repositories\CanDoItAll\src\CanDoItAll.Components.CanvasLib\wwwroot\css\workbench\overlays\05-overlays-and-composer.css,711,.cw-toolbar-action:disabled .cw-toolbar-symbol {,,none,Literal glyph/text icon bypasses the shared icon abstraction.,Mapped,Material icon component,Completed,"05 Workbench, canvas, and closure validation",Code migration complete. dotnet build passes. Browser proof still pending.
ICON-110,"icon-component-usage, icon-token-assignment",CanDoItAll.Components.Sandbox,src/CanDoItAll.Components.Sandbox/Components/Pages/Foundations.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\Foundations.razor,67,"<Icon Name=""@icon.Token"" />",@icon.Token,dynamic expression,Shared Icon component call site needs token review after foundation change.,Mapped,Material icon component,Completed,04 Non-canvas app and module icon adoption,Shared Icon component now renders local Material Icons.
ICON-111,icon-token-assignment,CanDoItAll.Components.Sandbox,src/CanDoItAll.Components.Sandbox/Components/Pages/Navigation.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\Navigation.razor,32,"<TabsItem Text=""Overview"" Icon=""bars_staggered"">",bars_staggered,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,view_headline,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-112,icon-token-assignment,CanDoItAll.Components.Sandbox,src/CanDoItAll.Components.Sandbox/Components/Pages/Navigation.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\Navigation.razor,35,"<TabsItem Text=""Activity log"" Icon=""calendar"">",calendar,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,calendar_month,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-113,icon-token-assignment,CanDoItAll.Components.Sandbox,src/CanDoItAll.Components.Sandbox/Components/Pages/Navigation.razor,C:\repositories\CanDoItAll\src\CanDoItAll.Components.Sandbox\Components\Pages\Navigation.razor,38,"<TabsItem Text=""@LongTabText"" Icon=""circle_info"" Disabled=""@IsDisabled"">",circle_info,named token,Token source or pass-through icon assignment needs mapping review.,Mapped,info,Completed,04 Non-canvas app and module icon adoption,Token now resolves to a Material icon through direct source values or the shared catalog.
ICON-114,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,69,"Icon = ""BP"",",BP,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,design_services,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-115,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,103,"Icon = ""FL"",",FL,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,account_tree,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
ICON-116,icon-token-assignment,CanDoItAll.Modules.Factory,src/CanDoItAll.Modules.Factory/CanvasAdapters/PromptFactorySessionGraphAdapter.cs,C:\repositories\CanDoItAll\src\CanDoItAll.Modules.Factory\CanvasAdapters\PromptFactorySessionGraphAdapter.cs,143,"Icon = ""CP"",",CP,shorthand badge,Token source or pass-through icon assignment needs mapping review.,Mapped,widgets,Completed,04 Non-canvas app and module icon adoption,Code migration complete. dotnet build passes. Browser proof still pending.
