host,editId,category,repetition,direction,utc,success,classification,firstVisibleMs,settledVisibleMs,flushedSha256
parity,csharp-proof,C#,3,forward,2026-09-07T06:43:04.208Z,True,browser-reload,76.0749,1636.253,d4a8d4a455c7719b2b5bcc1cf2c14d59fbe4773d89c6d0c7d55803ef407dc4c7
parity,csharp-proof,C#,3,reverse,2026-09-07T06:43:05.867Z,True,browser-reload,143.1442,1693.7525,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
parity,csharp-endpoint,C#,1,forward,2026-09-07T06:43:08.353Z,True,browser-reload,74.6528,1640.6355,f082d7340d0ef703ab577764f13e20a3905ac7e17ea600043c08fdf17b2d65e4
parity,csharp-endpoint,C#,1,reverse,2026-09-07T06:43:10.028Z,True,browser-reload,149.6799,1682.7188,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
parity,csharp-endpoint,C#,2,forward,2026-09-07T06:43:12.500Z,True,browser-reload,92.9441,1642.648,f082d7340d0ef703ab577764f13e20a3905ac7e17ea600043c08fdf17b2d65e4
parity,csharp-endpoint,C#,2,reverse,2026-09-07T06:43:14.177Z,True,browser-reload,82.8135,1632.1168,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
parity,csharp-endpoint,C#,3,forward,2026-09-07T06:43:16.627Z,True,browser-reload,66.2884,1651.2677,f082d7340d0ef703ab577764f13e20a3905ac7e17ea600043c08fdf17b2d65e4
parity,csharp-endpoint,C#,3,reverse,2026-09-07T06:43:18.310Z,True,browser-reload,149.7815,1699.9719,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
parity,css-heading,CSS,1,forward,2026-09-07T06:43:20.798Z,True,hot-reload,745.2421,2294.9253,131a682037c2e7435f90ee81b84ca38270ef16d4ae12b063ad1a8d24d0d8ff4f
parity,css-heading,CSS,1,reverse,2026-09-07T06:43:23.119Z,True,hot-reload,490.7862,2040.2536,55578635d2cc0c81cc6d041c325b20c2f1a558991ac84586e3d482fb2744264c
parity,css-heading,CSS,2,forward,2026-09-07T06:43:25.962Z,True,hot-reload,397.3316,1947.9338,131a682037c2e7435f90ee81b84ca38270ef16d4ae12b063ad1a8d24d0d8ff4f
parity,css-heading,CSS,2,reverse,2026-09-07T06:43:27.946Z,True,hot-reload,463.3483,2013.7058,55578635d2cc0c81cc6d041c325b20c2f1a558991ac84586e3d482fb2744264c
parity,css-heading,CSS,3,forward,2026-09-07T06:43:30.758Z,True,hot-reload,451.6587,2001.2559,131a682037c2e7435f90ee81b84ca38270ef16d4ae12b063ad1a8d24d0d8ff4f
parity,css-heading,CSS,3,reverse,2026-09-07T06:43:32.793Z,True,hot-reload,465.2872,2015.217,55578635d2cc0c81cc6d041c325b20c2f1a558991ac84586e3d482fb2744264c
parity,css-card-title,CSS,1,forward,2026-09-07T06:43:35.598Z,True,hot-reload,445.2478,2011.1074,b9f860d599576e75077e87719299bf5d9e91977320a60a51e84d499440444699
parity,css-card-title,CSS,1,reverse,2026-09-07T06:43:37.637Z,True,hot-reload,405.2552,1971.4663,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
parity,css-card-title,CSS,2,forward,2026-09-07T06:43:40.412Z,True,hot-reload,398.1063,1948.1477,b9f860d599576e75077e87719299bf5d9e91977320a60a51e84d499440444699
parity,css-card-title,CSS,2,reverse,2026-09-07T06:43:42.395Z,True,hot-reload,463.6332,1998.2431,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
parity,css-card-title,CSS,3,forward,2026-09-07T06:43:45.183Z,True,hot-reload,392.9037,1942.1346,b9f860d599576e75077e87719299bf5d9e91977320a60a51e84d499440444699
parity,css-card-title,CSS,3,reverse,2026-09-07T06:43:47.153Z,True,hot-reload,405.3754,1955.7283,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
parity,css-endpoint,CSS,1,forward,2026-09-07T06:43:49.912Z,True,hot-reload,464.1972,1996.9845,ba683b712f601f90333d3e7d05d21051ff453c9ec3a9825125dfb8201be9fc9c
parity,css-endpoint,CSS,1,reverse,2026-09-07T06:43:51.932Z,True,hot-reload,410.0759,1959.1491,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
parity,css-endpoint,CSS,2,forward,2026-09-07T06:43:54.705Z,True,hot-reload,402.6881,1969.6533,ba683b712f601f90333d3e7d05d21051ff453c9ec3a9825125dfb8201be9fc9c
parity,css-endpoint,CSS,2,reverse,2026-09-07T06:43:56.708Z,True,hot-reload,450.329,2016.3399,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
parity,css-endpoint,CSS,3,forward,2026-09-07T06:43:59.497Z,True,hot-reload,395.2886,1944.4204,ba683b712f601f90333d3e7d05d21051ff453c9ec3a9825125dfb8201be9fc9c
parity,css-endpoint,CSS,3,reverse,2026-09-07T06:44:01.472Z,True,hot-reload,436.2561,1953.7289,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
fast,razor-1,Razor,1,forward,2026-09-07T06:45:28.964Z,True,browser-reload,2140.981,3690.77,173c8ace5e6c50a9d7a77e82b7c15e0dc9cbe6a01a630114962bdc3b7589cc1a
fast,razor-1,Razor,1,reverse,2026-09-07T06:45:32.691Z,True,browser-reload,1530.1496,3096.5321,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,razor-1,Razor,2,forward,2026-09-07T06:45:36.581Z,True,browser-reload,1122.302,2672.5353,173c8ace5e6c50a9d7a77e82b7c15e0dc9cbe6a01a630114962bdc3b7589cc1a
fast,razor-1,Razor,2,reverse,2026-09-07T06:45:39.276Z,True,browser-reload,645.8509,2211.5186,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,razor-1,Razor,3,forward,2026-09-07T06:45:42.289Z,True,browser-reload,498.7231,2064.4292,173c8ace5e6c50a9d7a77e82b7c15e0dc9cbe6a01a630114962bdc3b7589cc1a
fast,razor-1,Razor,3,reverse,2026-09-07T06:45:44.376Z,True,browser-reload,511.637,2094.4563,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,razor-2,Razor,1,forward,2026-09-07T06:45:47.271Z,True,browser-reload,532.603,2098.548,5cee7d3677164a425100d1c41fe170ba4857eb9c0c3640113adcb718cd1e14b7
fast,razor-2,Razor,1,reverse,2026-09-07T06:45:49.407Z,True,browser-reload,462.8214,2029.9871,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,razor-2,Razor,2,forward,2026-09-07T06:45:52.232Z,True,browser-reload,520.6716,2087.1023,5cee7d3677164a425100d1c41fe170ba4857eb9c0c3640113adcb718cd1e14b7
fast,razor-2,Razor,2,reverse,2026-09-07T06:45:54.349Z,True,browser-reload,519.8817,2086.8032,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,razor-2,Razor,3,forward,2026-09-07T06:45:57.232Z,True,browser-reload,437.8978,1987.4737,5cee7d3677164a425100d1c41fe170ba4857eb9c0c3640113adcb718cd1e14b7
fast,razor-2,Razor,3,reverse,2026-09-07T06:45:59.246Z,True,browser-reload,524.6498,2089.3912,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,razor-3,Razor,1,forward,2026-09-07T06:46:02.149Z,True,browser-reload,404.3794,1971.386,bbbca6cbbd0df282713d5fbc3d77a174e321f8a9d2d5fc874d215d60e4876886
fast,razor-3,Razor,1,reverse,2026-09-07T06:46:04.153Z,True,browser-reload,466.0825,2049.6847,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,razor-3,Razor,2,forward,2026-09-07T06:46:07.003Z,True,browser-reload,399.1893,1966.7318,bbbca6cbbd0df282713d5fbc3d77a174e321f8a9d2d5fc874d215d60e4876886
fast,razor-3,Razor,2,reverse,2026-09-07T06:46:09.004Z,True,browser-reload,448.3119,2015.7012,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,razor-3,Razor,3,forward,2026-09-07T06:46:11.816Z,True,browser-reload,403.7184,1952.8278,bbbca6cbbd0df282713d5fbc3d77a174e321f8a9d2d5fc874d215d60e4876886
fast,razor-3,Razor,3,reverse,2026-09-07T06:46:13.795Z,True,browser-reload,392.9354,1941.2459,51882c575375e9bb29f76a56a788120868e627f0e66e8d6b5c72cebaa9a4d462
fast,csharp-kind,C#,1,forward,2026-09-07T06:46:16.528Z,True,browser-reload,190.4144,1758.7538,c5d4888ba258e55fd09e0184de337e082cf45cc3c3b08ed9a3909eff08fc49de
fast,csharp-kind,C#,1,reverse,2026-09-07T06:46:18.323Z,True,browser-reload,146.8682,1696.97,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,csharp-kind,C#,2,forward,2026-09-07T06:46:20.837Z,True,browser-reload,148.49,1699.2372,c5d4888ba258e55fd09e0184de337e082cf45cc3c3b08ed9a3909eff08fc49de
fast,csharp-kind,C#,2,reverse,2026-09-07T06:46:22.571Z,True,browser-reload,147.625,1680.8031,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,csharp-kind,C#,3,forward,2026-09-07T06:46:25.058Z,True,browser-reload,95.2555,1644.1082,c5d4888ba258e55fd09e0184de337e082cf45cc3c3b08ed9a3909eff08fc49de
fast,csharp-kind,C#,3,reverse,2026-09-07T06:46:26.729Z,True,browser-reload,140.2473,1689.5816,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,csharp-proof,C#,1,forward,2026-09-07T06:46:29.208Z,True,browser-reload,79.6039,1643.3203,d4a8d4a455c7719b2b5bcc1cf2c14d59fbe4773d89c6d0c7d55803ef407dc4c7
fast,csharp-proof,C#,1,reverse,2026-09-07T06:46:30.880Z,True,browser-reload,138.7665,1689.7712,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,csharp-proof,C#,2,forward,2026-09-07T06:46:33.385Z,True,browser-reload,150.3539,1717.5388,d4a8d4a455c7719b2b5bcc1cf2c14d59fbe4773d89c6d0c7d55803ef407dc4c7
fast,csharp-proof,C#,2,reverse,2026-09-07T06:46:35.136Z,True,browser-reload,149.5237,1699.19,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,csharp-proof,C#,3,forward,2026-09-07T06:46:37.648Z,True,browser-reload,154.3381,1719.9801,d4a8d4a455c7719b2b5bcc1cf2c14d59fbe4773d89c6d0c7d55803ef407dc4c7
fast,csharp-proof,C#,3,reverse,2026-09-07T06:46:39.399Z,True,browser-reload,135.8935,1686.6839,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,csharp-endpoint,C#,1,forward,2026-09-07T06:46:41.894Z,True,browser-reload,157.2948,1709.4074,f082d7340d0ef703ab577764f13e20a3905ac7e17ea600043c08fdf17b2d65e4
fast,csharp-endpoint,C#,1,reverse,2026-09-07T06:46:43.635Z,True,browser-reload,99.47,1649.6607,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,csharp-endpoint,C#,2,forward,2026-09-07T06:46:46.088Z,True,browser-reload,81.4874,1647.3017,f082d7340d0ef703ab577764f13e20a3905ac7e17ea600043c08fdf17b2d65e4
fast,csharp-endpoint,C#,2,reverse,2026-09-07T06:46:47.757Z,True,browser-reload,144.3649,1694.6861,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,csharp-endpoint,C#,3,forward,2026-09-07T06:46:50.246Z,True,browser-reload,139.2509,1688.8958,f082d7340d0ef703ab577764f13e20a3905ac7e17ea600043c08fdf17b2d65e4
fast,csharp-endpoint,C#,3,reverse,2026-09-07T06:46:51.955Z,True,browser-reload,78.9191,1629.3691,620c3b47cdf9e28fda39b3141f414a05b03cd8ebb476343cde4c3e4bc647825d
fast,css-heading,CSS,1,forward,2026-09-07T06:46:54.401Z,True,hot-reload,700.9648,2249.5773,131a682037c2e7435f90ee81b84ca38270ef16d4ae12b063ad1a8d24d0d8ff4f
fast,css-heading,CSS,1,reverse,2026-09-07T06:46:56.675Z,True,hot-reload,526.7054,2075.8434,55578635d2cc0c81cc6d041c325b20c2f1a558991ac84586e3d482fb2744264c
fast,css-heading,CSS,2,forward,2026-09-07T06:46:59.546Z,True,hot-reload,455.8529,1988.8276,131a682037c2e7435f90ee81b84ca38270ef16d4ae12b063ad1a8d24d0d8ff4f
fast,css-heading,CSS,2,reverse,2026-09-07T06:47:01.560Z,True,hot-reload,475.0425,2008.2816,55578635d2cc0c81cc6d041c325b20c2f1a558991ac84586e3d482fb2744264c
fast,css-heading,CSS,3,forward,2026-09-07T06:47:04.357Z,True,hot-reload,392.9279,1944.3198,131a682037c2e7435f90ee81b84ca38270ef16d4ae12b063ad1a8d24d0d8ff4f
fast,css-heading,CSS,3,reverse,2026-09-07T06:47:06.335Z,True,hot-reload,466.8786,2015.9837,55578635d2cc0c81cc6d041c325b20c2f1a558991ac84586e3d482fb2744264c
fast,css-card-title,CSS,1,forward,2026-09-07T06:47:09.163Z,True,hot-reload,419.8296,1953.9417,b9f860d599576e75077e87719299bf5d9e91977320a60a51e84d499440444699
fast,css-card-title,CSS,1,reverse,2026-09-07T06:47:11.154Z,True,hot-reload,465.1485,1996.4348,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
fast,css-card-title,CSS,2,forward,2026-09-07T06:47:13.952Z,True,hot-reload,398.4683,1949.5072,b9f860d599576e75077e87719299bf5d9e91977320a60a51e84d499440444699
fast,css-card-title,CSS,2,reverse,2026-09-07T06:47:15.922Z,True,hot-reload,460.8975,2028.8182,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
fast,css-card-title,CSS,3,forward,2026-09-07T06:47:18.741Z,True,hot-reload,408.9546,1959.9485,b9f860d599576e75077e87719299bf5d9e91977320a60a51e84d499440444699
fast,css-card-title,CSS,3,reverse,2026-09-07T06:47:20.735Z,True,hot-reload,514.4838,2048.4234,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
fast,css-endpoint,CSS,1,forward,2026-09-07T06:47:23.585Z,True,hot-reload,414.8825,1981.3151,ba683b712f601f90333d3e7d05d21051ff453c9ec3a9825125dfb8201be9fc9c
fast,css-endpoint,CSS,1,reverse,2026-09-07T06:47:25.599Z,True,hot-reload,451.5602,2016.3884,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
fast,css-endpoint,CSS,2,forward,2026-09-07T06:47:28.433Z,True,hot-reload,383.4176,1933.0496,ba683b712f601f90333d3e7d05d21051ff453c9ec3a9825125dfb8201be9fc9c
fast,css-endpoint,CSS,2,reverse,2026-09-07T06:47:30.400Z,True,hot-reload,466.6557,1998.8948,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
fast,css-endpoint,CSS,3,forward,2026-09-07T06:47:33.181Z,True,hot-reload,386.1679,1918.4815,ba683b712f601f90333d3e7d05d21051ff453c9ec3a9825125dfb8201be9fc9c
fast,css-endpoint,CSS,3,reverse,2026-09-07T06:47:35.125Z,True,hot-reload,391.2147,1958.0001,5d1c35f8b09f41651b177a4adb8b169eaf0d50ded831da41ad14cd134773b939
